REF,Review-Date,Rating
248,2008,3
263,2008,2.5
269,2008,3
404,2009,2.75
423,2009,2.75
1133,2013,3.75
431,2009,2
1251,2014,3
1422,2014,2.5
1422,2014,2.75
1422,2014,3
1422,2014,3.25
1426,2014,3.25
1426,2014,3.25
1426,2014,3.25
1840,2016,3.25
1852,2016,2.75
1852,2016,3.75
1852,2016,3.75
1359,2014,2.5
1359,2014,3
1363,2014,2.5
1363,2014,3
891,2012,3.25
891,2012,4
927,2012,3.75
682,2011,3.75
576,2010,3.25
576,2010,3.75
597,2010,3
431,2009,3.5
451,2009,3
1892,2016,2.25
1892,2016,2.5
1892,2016,3
1892,2016,3
1121,2013,2.75
1145,2013,3.25
1189,2013,3.25
891,2012,3.5
741,2011,3.5
346,2009,3.25
346,2009,3.5
439,2009,3
445,2009,3.75
230,2008,3.5
721,2011,2.5
713,2011,3.25
1590,2015,2.75
1590,2015,2.75
1590,2015,3
1590,2015,3.25
1594,2015,3
1638,2015,3.5
1642,2015,3.25
1642,2015,3.75
1434,2014,2.75
1438,2014,2.75
927,2012,3.5
327,2009,2.5
1784,2016,3.5
833,2012,3
833,2012,3
853,2012,3
1952,2017,3.5
1952,2017,3.25
1728,2016,3.25
1562,2015,3.25
1562,2015,3.5
1566,2015,3
1566,2015,3.25
1566,2015,3.5
1371,2014,3.5
1231,2014,3.5
1856,2016,3
855,2012,3.5
903,2012,3.5
903,2012,3.75
947,2012,2.75
947,2012,3
947,2012,3.5
157,2007,3
1049,2013,2.5
1383,2014,3.75
1395,2014,3.25
1395,2014,3.75
1093,2013,3
1097,2013,3
1097,2013,3.5
1502,2015,2
552,2010,2.75
552,2010,3
552,2010,3
552,2010,3.5
721,2011,1.5
552,2010,2.25
284,2008,3.5
284,2008,3.75
284,2008,4
288,2008,3.5
1940,2017,3.5
1085,2013,2.75
1085,2013,3.5
1089,2013,2.75
1089,2013,2.75
991,2012,3.25
995,2012,3.25
995,2012,3.5
672,2011,2.5
693,2011,2.75
607,2010,2.75
300,2008,2
308,2008,3
308,2008,3.25
308,2008,3.75
531,2010,2
184,2007,2.75
184,2007,3.5
1121,2013,3.5
502,2010,3.5
311,2009,2.75
1856,2016,3
1446,2015,2.5
1219,2014,2.5
1219,2014,2.75
821,2012,3.75
1331,2014,2.75
1522,2015,3.5
1522,2015,3.75
1089,2013,3.75
1003,2012,3.25
1007,2012,2.75
1007,2012,3
1007,2012,3.25
1844,2016,3.75
1848,2016,3.5
1255,2014,3.75
1279,2014,3.5
871,2012,3.25
871,2012,3.5
875,2012,3.25
1896,2016,3.25
1474,2015,3.5
1474,2015,3.5
1478,2015,3.5
1606,2015,2.75
1606,2015,3.5
1606,2015,3.5
1610,2015,2.75
1610,2015,3
1634,2015,3.5
1872,2016,3
1884,2016,2.75
1884,2016,3
1808,2016,3.25
1650,2015,3.25
1650,2015,3.5
1650,2015,3.75
1149,2013,3.5
845,2012,3.5
845,2012,3.5
845,2012,3.5
849,2012,3.5
895,2012,3
955,2012,3.5
537,2010,3
544,2010,3
544,2010,3.25
544,2010,3.5
1189,2013,2.25
1189,2013,2.5
1836,2016,2.75
1836,2016,3
1836,2016,3.25
1450,2015,3
1450,2015,3.25
1359,2014,3.75
959,2012,3.5
999,2012,2.5
999,2012,2.75
672,2011,3.5
701,2011,3
709,2011,3
713,2011,2.75
773,2011,3.5
777,2011,2.75
777,2011,3
777,2011,3.25
777,2011,3.75
572,2010,2.75
572,2010,3
572,2010,3.25
1177,2013,3.5
1177,2013,4
1177,2013,4
1181,2013,3.75
1367,2014,3.25
1367,2014,3.25
1430,2014,3.25
1430,2014,3.5
1728,2016,3
1287,2014,2.5
1287,2014,2.75
1287,2014,3
1291,2014,3
1291,2014,3.5
837,2012,2.5
841,2012,2.5
1494,2015,2.75
1494,2015,3
1347,2014,3.25
1347,2014,3.5
1351,2014,3.25
1351,2014,3.5
1267,2014,3
1267,2014,3.5
1688,2015,3.5
963,2012,3.75
117,2007,3.5
135,2007,3.5
24,2006,2
24,2006,2
24,2006,3
24,2006,4
24,2006,4
24,2006,4
81,2006,2
1490,2015,3.5
1490,2015,3.5
1490,2015,3.75
1490,2015,3.75
1538,2015,3.25
1538,2015,3.5
1117,2013,2.5
1117,2013,3.25
887,2012,1.5
887,2012,2
887,2012,2.5
1073,2013,2.5
825,2012,3.5
607,2010,2.75
607,2010,2.75
1920,2016,3.5
1880,2016,3.75
1626,2015,3.5
955,2012,2.5
1026,2013,3.25
1030,2013,3
607,2010,2.75
1614,2015,3
1618,2015,2.75
1618,2015,3.25
661,2011,2.75
661,2011,2.75
772,2011,3.25
1812,2016,3.5
1391,2014,3.25
1654,2015,3.25
1654,2015,3.5
1658,2015,3.5
1462,2015,3.5
1462,2015,3.5
1896,2016,2.75
1896,2016,2.75
1900,2016,2.75
1900,2016,3
1049,2013,2.5
1049,2013,3
1046,2013,3.75
1133,2013,3.75
867,2012,2.5
1379,2014,3.25
1399,2014,2.75
1399,2014,3
1007,2013,3.5
1403,2014,2.25
1403,2014,2.5
1403,2014,2.5
1403,2014,3.5
531,2010,2.5
230,2008,3.75
135,2007,1
15,2006,2
15,2006,2.75
24,2006,3
1526,2015,2.25
1526,2015,2.75
1526,2015,3
1526,2015,3
1022,2013,2.75
1022,2013,3.5
1295,2014,3
1299,2014,3
1299,2014,3.25
837,2012,3
841,2012,3
931,2012,3
935,2012,2.75
935,2012,3.25
1454,2015,3.75
1458,2015,2.75
1458,2015,3
1458,2015,3.5
1470,2015,3.75
1876,2016,3.5
478,2010,2.5
1638,2015,3.75
1638,2015,3.75
1558,2015,3.75
1558,2015,4
1760,2016,2.75
1760,2016,3.5
1411,2014,2.75
1411,2014,3
1411,2014,3.25
1411,2014,3.5
1594,2015,2.75
1598,2015,3
761,2011,3.5
486,2010,3
486,2010,3
457,2009,2.75
457,2009,3
688,2011,2
688,2011,2.75
688,2011,2.75
688,2011,3
693,2011,2.75
1816,2016,3.75
1247,2014,3
1247,2014,3.5
1161,2013,2.75
1165,2013,2.75
1165,2013,2.75
1165,2013,3
1165,2013,3
1438,2014,2.75
1442,2014,3.25
733,2011,3.75
331,2009,3
341,2009,3
341,2009,3.25
316,2009,3
24,2006,3
859,2012,3
859,2012,3
1848,2016,4
1415,2014,3.25
1415,2014,3.5
1415,2014,3.75
1415,2014,4
817,2012,2.75
863,2012,4
721,2011,3.5
224,2008,2.5
224,2008,2.75
224,2008,3
266,2008,2
266,2008,3.5
1720,2016,2.75
1720,2016,3
1570,2015,3.25
1570,2015,3.25
1574,2015,3.5
1574,2015,3.75
1239,2014,2.75
1239,2014,3.75
1303,2014,2.75
1399,2014,3.5
1399,2014,3.75
1860,2016,3
1363,2014,3.5
1856,2016,3.25
1542,2015,3.5
1251,2014,3
1255,2014,3.5
1137,2013,2.5
1137,2013,2.75
636,2011,3.75
331,2009,4
439,2009,3.5
439,2009,3.5
196,2007,4
1034,2013,4
1271,2014,2.25
1271,2014,2.75
1454,2015,3
1658,2015,3.25
478,2010,3
478,2010,3.25
516,2010,3.75
531,2010,3
414,2009,3
445,2009,3
111,2007,4
129,2007,3.75
141,2007,4
166,2007,3.5
81,2006,4
93,2006,3
93,2006,4
1772,2016,2.5
1506,2015,2.5
1506,2015,2.75
1510,2015,2.75
1510,2015,2.75
1510,2015,3.25
1311,2014,3.25
1315,2014,2.5
1319,2014,3.25
1319,2014,3.5
829,2012,2.5
829,2012,2.75
1820,2016,3.75
1387,2014,3.75
647,2011,3.5
654,2011,3
789,2011,2.75
789,2011,3.5
607,2010,3.75
1446,2015,3.25
717,2011,3.25
486,2010,3.5
451,2009,2
199,2008,3
202,2008,3
280,2008,2
280,2008,3.5
162,2007,4
105,2006,3
105,2006,3.5
5,2006,3.5
5,2006,3.5
5,2006,3.75
32,2006,3.5
32,2006,3.5
32,2006,4
40,2006,3
40,2006,3
40,2006,3.25
40,2006,3.5
93,2006,4
99,2006,3
99,2006,3
99,2006,3.5
1872,2016,3.5
1502,2015,3.5
1530,2015,3.5
1688,2015,2.75
1223,2014,2.75
1223,2014,3
1223,2014,3.25
1227,2014,2.75
931,2012,2.75
1057,2013,3.25
1057,2013,3.5
1069,2013,2.75
1069,2013,3.25
935,2012,3
935,2012,3.25
1796,2016,2.75
1800,2016,3
1788,2016,3
1708,2015,2.75
959,2012,3.25
785,2011,3.5
470,2010,2.75
565,2010,3
1558,2015,2.5
1562,2015,3.25
1562,2015,3.5
1872,2016,3.25
867,2012,2.5
494,2010,3.25
439,2009,2.5
147,2007,3
147,2007,3.5
170,2007,3.75
1860,2016,3.75
1466,2015,3.5
1466,2015,3.5
1089,2013,3.75
1181,2013,3
891,2012,4
967,2012,3.25
979,2012,3.5
745,2011,3.5
1844,2016,3.25
1844,2016,3.25
1844,2016,3.25
1061,2013,3.25
1061,2013,3.25
923,2012,3.5
1748,2016,3.75
1446,2015,3.75
1566,2015,3.25
1209,2014,3.75
1038,2013,3.5
1081,2013,3.5
1081,2013,4
1193,2013,3.75
979,2012,3.75
793,2011,3
565,2010,3.75
327,2009,3.5
213,2008,2.75
213,2008,2.75
213,2008,2.75
213,2008,3
809,2012,2.5
871,2012,2.25
871,2012,2.5
713,2011,3.5
717,2011,2.5
717,2011,3.5
765,2011,2.75
607,2010,3.5
615,2010,1.5
615,2010,3
615,2010,3.5
615,2010,3.5
813,2012,2.75
813,2012,3.25
288,2008,3.5
288,2008,3.5
288,2008,3.5
292,2008,3.5
404,2009,2.75
414,2009,3
32,2006,2
32,2006,3
32,2006,4
761,2011,2.75
959,2012,4
781,2011,3.75
464,2010,3.5
464,2010,3.75
336,2009,3.75
336,2009,4
445,2009,3.75
227,2008,3
117,2007,3
135,2007,3
135,2007,3.75
188,2007,3
15,2006,2
15,2006,3.5
40,2006,2
56,2006,2
56,2006,3
1658,2015,2.75
1658,2015,2.75
1450,2015,3.25
1450,2015,3.5
1466,2015,2.75
1466,2015,3.5
1335,2014,3
1335,2014,3.25
713,2011,2
721,2011,2.5
1884,2016,3.25
757,2011,3.5
1586,2015,3.25
1586,2015,3.5
911,2012,2.5
717,2011,3
725,2011,3.25
729,2011,3.25
741,2011,3
1788,2016,3.5
1856,2016,3.5
1860,2016,3.75
1502,2015,3
1506,2015,3
1614,2015,3
1614,2015,3.25
1650,2015,3.25
1339,2014,3.75
1339,2014,3.75
1343,2014,3.75
1454,2015,2.75
1462,2015,3
1940,2017,3.5
1740,2016,3.75
1740,2016,4
1756,2016,3.75
1864,2016,3
1864,2016,3.75
1908,2016,3.25
1618,2015,3.25
1622,2015,3.5
1622,2015,3.75
1622,2015,3.75
1622,2015,4
1626,2015,2.75
1662,2015,3.5
1666,2015,3
1666,2015,3.75
693,2011,1.5
502,2010,3
502,2010,3.25
1812,2016,3.5
1518,2015,3
1840,2016,2.75
1840,2016,2.75
1792,2016,3.25
1796,2016,3.25
1335,2014,3
1157,2013,3
1157,2013,3
1161,2013,3.25
1161,2013,3.25
1161,2013,3.5
1820,2016,3.5
1820,2016,3.5
1828,2016,3.5
1828,2016,3.75
1828,2016,3.75
1828,2016,4
1832,2016,3.25
1594,2015,3.5
1594,2015,4
1227,2014,3.5
1259,2014,3.75
1307,2014,3.25
1307,2014,3.5
1307,2014,3.75
1339,2014,3.25
1019,2013,3.75
1030,2013,3.25
1073,2013,2.75
1073,2013,3.75
1077,2013,3.25
1077,2013,3.75
1077,2013,4
1077,2013,4
1081,2013,4
1173,2013,3.25
1177,2013,4
817,2012,3.25
833,2012,3.75
867,2012,4
867,2012,4
951,2012,3.5
951,2012,3.75
967,2012,3.5
983,2012,3.5
676,2011,2.75
676,2011,3.5
676,2011,4
676,2011,4
682,2011,3.75
688,2011,3.5
607,2010,3.75
377,2009,3
377,2009,3.5
387,2009,3
387,2009,3.5
387,2009,3.75
387,2009,3.75
1367,2014,3.25
1395,2014,3.5
1932,2017,3.25
1936,2017,3.5
1936,2017,3.5
1936,2017,3.25
1936,2017,3.25
1940,2017,3.5
793,2012,3
793,2012,3
793,2012,3.25
1932,2017,3.75
1932,2017,3.5
1932,2017,2.75
1792,2016,3.5
1792,2016,3.75
1792,2016,3.75
1434,2014,2.75
1057,2013,3
1113,2013,3
1121,2013,2.25
1634,2015,3
1692,2015,3
1692,2015,3
1692,2015,3
1696,2015,3
859,2012,2.75
729,2011,3.25
1291,2014,3.5
1291,2014,3.5
939,2012,2.5
943,2012,2.5
943,2012,2.75
1157,2013,2.75
1157,2013,3.25
1800,2016,2.5
1800,2016,3
1796,2016,2.75
1796,2016,3
1618,2015,2.75
1668,2015,3.25
1704,2015,3.25
1704,2015,3.25
1704,2015,3.75
1708,2015,3.25
1708,2015,3.5
1263,2014,3.5
1263,2014,3.75
1185,2013,3.5
1185,2013,3.5
1193,2013,3.25
939,2012,3.25
939,2012,3.25
939,2012,3.75
761,2011,3
1101,2013,2.75
1101,2013,2.75
1105,2013,2.5
1105,2013,3
1450,2015,3
1450,2015,3.25
1450,2015,3.25
1680,2015,2.75
1868,2016,3.25
1271,2014,3
785,2011,3.25
451,2009,2.75
180,2007,3
1716,2016,2
915,2012,3.25
387,2009,2.75
387,2009,3
199,2008,2.5
280,2008,2.5
280,2008,2.75
284,2008,2.5
801,2012,2.75
801,2012,3
805,2012,3
805,2012,3.5
817,2012,3.25
821,2012,2
825,2012,3.25
829,2012,2.75
829,2012,3
833,2012,3.25
967,2012,2.75
971,2012,3
971,2012,3.25
971,2012,3.5
1478,2015,2.75
1478,2015,3.75
1478,2015,3.75
1482,2015,3.25
1554,2015,3.5
1558,2015,3.75
1323,2014,3.25
1323,2014,3.75
1323,2014,3.75
1614,2015,3
903,2012,3.25
162,2007,3.5
184,2007,2.5
184,2007,3
188,2007,2
188,2007,3
1684,2015,3.25
1836,2016,3.75
1418,2014,3.25
895,2012,4
927,2012,3
789,2011,2.75
789,2011,3
1239,2014,3
753,2011,3.5
1700,2015,2.75
1700,2015,3.5
1235,2014,3.5
1022,2013,3.25
1026,2013,2.5
753,2011,2.75
1740,2016,3
709,2011,3.75
1438,2014,2.75
1438,2014,3
1752,2016,3
1752,2016,3.25
1327,2014,3.25
1510,2015,4
1145,2013,3.5
1153,2013,3.5
931,2012,4
709,2011,3.25
757,2011,4
327,2009,3.75
370,2009,3.75
395,2009,3.5
117,2007,3
129,2007,3.75
129,2007,4
147,2007,1.5
153,2007,2.5
157,2007,2.75
162,2007,3.25
63,2006,3
63,2006,4
75,2006,2.5
75,2006,3
75,2006,3.5
963,2012,2.5
963,2012,2.75
404,2009,2.75
404,2009,2.75
404,2009,2.75
404,2009,3
404,2009,3
404,2009,3.25
1470,2015,3.25
1470,2015,3.25
1211,2014,3.25
1211,2014,3.5
1227,2014,3.5
1117,2013,3.75
991,2012,3.25
951,2012,3.5
1205,2014,3
153,2007,2
153,2007,2
153,2007,3
153,2007,3
1458,2015,2.75
1458,2015,3
1458,2015,3
1458,2015,3.25
1502,2015,2.75
1720,2016,2.5
1720,2016,2.5
1724,2016,3
1756,2016,3.5
1756,2016,3.5
733,2011,2.5
1169,2013,2.5
1169,2013,2.75
1169,2013,3.25
1173,2013,2.75
1848,2016,4
1227,2014,3
1109,2013,2.25
593,2010,3
593,2010,3.5
593,2010,3.75
457,2009,3
457,2009,3.25
1912,2016,3
1912,2016,3.5
1916,2016,3.75
1243,2014,3
1042,2013,3.25
1042,2013,3.5
825,2012,2.5
825,2012,3
951,2012,3.25
741,2011,4
769,2011,3.5
1057,2013,3
1948,2017,2.75
1948,2017,2.5
1574,2015,3
1578,2015,3.25
1578,2015,3.25
1578,2015,3.25
1578,2015,3.5
1582,2015,3
1820,2016,3.5
1824,2016,2.75
1824,2016,2.75
1824,2016,3
1824,2016,3.5
1880,2016,3.5
1716,2016,3.75
1780,2016,3.25
697,2011,3.5
701,2011,3.5
701,2011,3.75
1205,2014,2.75
801,2012,3.5
801,2012,3.5
875,2012,3
875,2012,3.5
875,2012,3.75
879,2012,3
879,2012,3
879,2012,3.25
879,2012,3.75
883,2012,3.25
883,2012,3.5
647,2011,3.75
749,2011,3
749,2011,3.5
781,2011,3.25
486,2010,3
